,peasantProfile,peasantEmotionalState,currentSeason,currentCropCare,robberyAccount,ptwDate,currentMoneyOrigin,currentPeasantActivityType,currentPeasantLeisureType,currentResourceNeededType,currentDay,timeLeftOnDay,newDay,weekBlock,busy,askedForLoanToday,robbedToday,internalCurrentDate,peasantKind,rainfallConditions,peasantFamilyMinimalVital,health,productivity,wellBeging,worker,peasantQualityFactor,liveStockAffinity,farm,cropSize,housing,servicesPresence,housingSize,housingCondition,housingLocation,farmDistance,money,totalIncome,loanAmountToPay,housingQuailty,timeSpentOnMaintenance,cropHealth,farmReady,harvestedWeightExpected,processedCrop,cropEficiency,processedWeight,processingTime,trainingLevel,trainingAvailability,trainingRelevance,trainingCost,irrigation,irrigationTime,pestControl,diseasedCrop,weedControl,infestedCrop,suppliesAvailability,toolsAvailability,associated,neighbors,collaborationValue,totalHarvestedWeight,healthProgramsAvailability,livestockFarming,livestockHealth,livestockNumber,familyTime,peasantFamilyAffinity,familyTimeAvailability,communications,socialCompatibility,restingTimeAvailibility,peasantRestAffinity,leisureOptions,sellDone,waterAvailable,pesticidesAvailable,tools,supplies,riceSeedsByHectare,seeds,harvestedWeight,startRiceSeason,endRiceSeason,currentCropName,purpose
801,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,81,0.0,false,false,false,false,false,22/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4882138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
811,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,82,0.0,false,false,false,false,false,23/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4864138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
821,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,83,0.0,false,false,false,false,false,24/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4846138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
831,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,84,0.0,false,true,false,false,false,25/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4828138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
842,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,85,0.0,false,false,false,false,false,26/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4810138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
852,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,86,0.0,false,false,false,false,false,27/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4792138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
862,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,87,0.0,false,false,false,false,false,28/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4774138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
872,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,88,0.0,false,false,false,false,false,29/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4756138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
882,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,89,0.0,false,false,false,false,false,30/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4738138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
892,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,90,0.0,false,false,false,false,false,31/03/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4720138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
902,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,91,0.0,false,true,false,false,false,01/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4702138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
910,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,92,0.0,false,false,false,false,false,02/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4684138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
920,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,93,0.0,false,false,false,false,false,03/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4666138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
930,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,94,0.0,false,false,false,false,false,04/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4648138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
940,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,95,0.0,false,false,false,false,false,05/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4630138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
950,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,96,0.0,false,false,false,false,false,06/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4612138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
960,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,97,0.0,false,false,false,false,false,07/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4594138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
970,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,98,0.0,false,true,false,false,false,08/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4576138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
980,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,99,0.0,false,false,false,false,false,09/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4558138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
990,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,100,0.0,false,false,false,false,false,10/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4540138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1000,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,101,0.0,false,false,false,false,false,11/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4522138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1011,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,102,0.0,false,false,false,false,false,12/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4504138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1021,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,103,0.0,false,false,false,false,false,13/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4486138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1031,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,104,0.0,false,false,false,false,false,14/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4468138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1040,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,105,0.0,false,true,false,false,false,15/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4450138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1052,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,106,0.0,false,false,false,false,false,16/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4432138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1061,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,107,0.0,false,false,false,false,false,17/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4414138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1070,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,108,0.0,false,false,false,false,false,18/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4396138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1079,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,109,0.0,false,false,false,false,false,19/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4378138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1088,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,110,0.0,false,false,false,false,false,20/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4360138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1097,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,111,0.0,false,false,false,false,false,21/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4342138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
1106,PeasantFamily_8,[],NONE,NONE,0,null,NONE,NONE,LEISURE,null,112,0.0,false,true,false,false,false,22/04/2022,ThrivingPeasant,wet,18000.0,100,0.0,1.0,true,0.7,0.7,true,12680,1.0,1.0,1.0,1.0,1.0,1.0,4324138.0,0.0,0,1.0,1.0,1.0,0.0,1.0,false,0.0,0.0,1.0,1.0,0.7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,false,0,0.0,0.0,1.0,false,1.0,0,0.0,0.7,1.0,0.0,0.7,0.7,0.7,1.0,false,2268,0,10,1,20,6340,0,01/05/2022,null,ñame,farmer
